id,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9
sensor_331,97.0,29.9,60.8,94.2,22.6,77.0,31.4,98.3,25.1
sensor_332,89.6,18.0,73.7,67.5,89.7,50.2,33.8,32.4,16.1
sensor_333,33.1,19.7,10.1,44.7,75.9,97.1,89.5,54.3,44.0
sensor_334,59.1,19.1,53.1,87.7,68.5,71.8,24.6,16.6,86.0
sensor_335,36.5,38.7,95.6,16.7,25.3,43.8,75.8,59.2,90.7
sensor_336,18.4,63.4,65.2,53.4,12.8,94.7,24.8,90.0,24.1
sensor_337,19.1,28.5,27.1,72.7,74.9,75.6,33.8,35.3,31.4
sensor_338,14.5,61.4,85.5,23.8,42.4,48.4,36.5,69.5,64.0
sensor_339,28.0,12.3,25.4,36.2,17.4,85.9,37.7,45.7,54.0
sensor_340,69.4,18.2,58.9,26.6,89.6,43.2,50.1,33.7,51.8
sensor_341,30.3,34.1,15.5,77.6,70.0,17.7,40.9,58.7,97.3
sensor_342,63.0,59.8,85.6,83.6,47.6,58.1,87.9,52.7,89.3
sensor_343,52.8,17.1,91.2,74.2,55.1,91.0,82.0,70.9,65.8
sensor_344,20.8,78.1,25.5,98.5,97.4,82.7,21.3,48.1,98.8
sensor_345,49.1,99.7,66.4,85.0,33.2,91.9,92.2,16.0,44.9
sensor_346,45.7,39.3,34.8,51.2,88.5,80.7,66.0,57.0,47.7
sensor_347,47.3,23.3,62.9,78.2,94.5,93.2,60.6,19.1,35.7
sensor_348,58.2,40.9,46.9,44.4,53.7,64.7,13.4,34.8,22.9
sensor_349,64.7,72.4,13.5,90.0,39.8,31.4,77.0,92.8,90.6
sensor_350,11.8,83.5,37.2,35.2,54.2,72.6,18.8,88.1,22.1
sensor_351,97.6,49.8,84.2,34.2,47.5,68.0,26.9,29.0,84.1
sensor_352,76.6,78.3,88.0,83.8,56.3,24.3,38.0,55.6,22.2
sensor_353,86.5,89.1,12.6,27.3,84.9,85.2,32.4,51.0,92.5
sensor_354,73.3,34.6,84.0,55.4,67.1,21.1,12.7,43.5,63.4
sensor_355,26.0,88.3,62.8,41.4,24.7,90.4,77.3,71.9,35.6
sensor_356,44.8,24.6,61.4,96.7,87.1,68.2,70.9,34.2,46.8
sensor_357,11.8,80.1,79.0,10.8,91.9,68.2,64.0,10.8,32.7
sensor_358,82.4,37.5,96.9,67.8,48.1,43.8,41.3,32.7,52.0
sensor_359,70.9,84.1,45.7,19.2,56.0,69.5,85.8,43.6,68.2
sensor_360,64.8,36.8,19.7,15.7,98.9,67.6,87.4,33.5,73.9
sensor_361,90.2,36.9,23.5,78.8,90.9,82.4,82.1,63.9,69.4
sensor_362,71.2,74.8,68.9,99.7,33.3,47.6,44.9,13.2,73.7
sensor_363,61.4,27.1,75.3,30.0,58.1,80.6,91.5,70.4,55.6
sensor_364,86.0,85.6,88.8,26.3,18.8,21.5,33.3,82.7,78.6
sensor_365,26.5,71.1,40.2,18.0,41.9,76.9,37.6,80.8,39.8
sensor_366,33.4,36.4,86.5,52.3,87.9,62.5,94.9,16.4,90.0
sensor_367,55.0,88.0,44.3,36.8,14.9,86.8,22.3,28.0,46.8
sensor_368,61.2,91.5,51.1,38.4,74.3,80.0,53.8,66.7,25.9
sensor_369,67.0,10.4,34.6,78.4,25.2,78.7,54.0,78.6,17.9
sensor_370,65.2,67.0,46.3,96.8,44.5,13.4,27.9,43.5,11.3
sensor_371,39.0,84.9,27.1,70.8,66.3,32.4,72.3,41.0,21.6
sensor_372,44.5,62.9,25.0,84.1,36.8,36.1,75.4,63.6,40.4
sensor_373,89.8,99.5,40.8,91.0,42.3,26.9,95.2,92.5,46.3
sensor_374,30.5,75.4,21.8,76.0,63.0,25.2,43.0,68.5,13.4
sensor_375,88.8,33.0,58.1,14.4,99.4,69.5,68.8,11.8,72.0
sensor_376,47.5,44.2,59.2,52.6,23.8,72.5,66.7,37.1,69.5
sensor_377,69.6,34.3,64.4,22.3,84.7,19.4,74.6,20.6,20.2
sensor_378,19.6,27.9,28.0,33.6,57.0,28.1,73.2,36.6,13.5
sensor_379,54.6,28.7,93.9,39.7,10.2,70.4,91.5,85.1,70.1
sensor_380,23.4,18.1,56.0,75.0,19.1,33.0,30.8,98.9,36.6
sensor_381,51.7,19.0,25.7,13.5,36.1,82.1,38.1,76.4,18.5
sensor_382,78.2,14.1,86.6,69.6,25.3,42.1,49.4,65.9,89.0
sensor_383,18.4,83.3,26.4,46.0,96.5,34.4,44.7,86.5,81.9
sensor_384,68.3,81.6,20.2,72.6,15.3,94.7,24.3,47.4,63.1
sensor_385,82.1,71.0,26.3,44.1,42.2,12.6,71.5,85.4,97.5
sensor_386,21.7,92.7,20.2,47.0,14.1,33.5,38.2,73.3,70.9
sensor_387,79.0,61.8,60.8,97.9,70.2,40.4,57.0,73.0,18.6
sensor_388,69.5,32.3,41.1,70.8,44.6,85.4,60.2,98.8,14.9
sensor_389,67.8,24.1,86.3,86.6,88.2,16.7,54.2,31.7,97.2
sensor_390,14.5,30.0,67.8,46.3,31.1,51.3,82.0,50.3,87.0
sensor_391,50.2,20.7,54.7,68.7,19.2,47.1,60.1,10.0,18.2
sensor_392,64.3,65.7,37.4,55.7,28.6,70.4,95.4,42.7,14.9
sensor_393,30.0,50.9,60.4,65.7,52.5,69.1,74.4,20.3,78.3
sensor_394,29.9,40.7,84.6,96.7,36.2,56.9,73.1,14.1,24.8
sensor_395,22.6,74.4,74.9,19.6,64.9,26.9,93.6,45.3,51.1
sensor_396,80.2,74.4,19.7,47.3,93.3,85.3,62.9,79.4,50.5
sensor_397,69.2,96.0,22.1,54.8,57.7,14.4,94.1,85.4,53.4
sensor_398,55.7,92.8,25.9,62.0,75.7,21.5,44.8,64.0,89.4
sensor_399,55.3,44.6,98.1,92.3,78.5,34.6,96.6,97.2,50.7
sensor_400,22.0,47.1,72.9,77.3,36.9,73.1,87.4,74.0,94.1
sensor_401,66.9,28.1,66.1,36.1,41.0,70.4,98.2,68.4,96.2
sensor_402,55.3,72.4,39.0,20.4,41.7,53.2,61.3,70.0,47.5
sensor_403,77.2,85.6,35.7,86.2,82.7,57.0,12.3,23.1,70.3
sensor_404,28.0,77.4,24.5,35.8,32.5,85.5,72.1,36.5,77.7
sensor_405,12.9,83.2,19.2,88.0,76.5,87.7,76.7,60.5,31.4
sensor_406,80.5,81.8,35.9,69.7,93.3,44.8,96.0,97.7,38.1
sensor_407,59.6,11.2,32.6,65.8,80.2,88.2,84.6,91.9,73.3
sensor_408,68.2,77.9,59.1,64.2,79.8,96.7,36.4,26.0,71.4
sensor_409,26.8,25.6,56.2,43.9,48.5,60.0,21.7,62.5,32.9
sensor_410,39.7,73.8,23.9,23.8,39.0,14.6,93.8,65.3,69.5
sensor_411,54.1,61.5,42.2,80.5,38.6,29.8,26.5,16.1,55.4
sensor_412,47.4,58.3,18.3,29.9,29.2,39.8,42.4,29.6,77.7
sensor_413,57.7,99.6,84.0,98.2,10.8,70.1,50.1,91.3,65.2
sensor_414,65.8,96.2,71.4,38.9,92.3,95.0,44.7,58.6,35.4
sensor_415,91.9,83.9,43.7,82.2,50.1,13.9,90.8,27.3,56.2
sensor_416,95.2,25.0,96.0,58.4,10.7,15.9,70.3,79.5,87.8
sensor_417,48.1,19.3,58.3,73.2,97.8,79.7,68.1,94.5,77.1
sensor_418,23.8,51.3,39.8,17.9,14.9,81.4,60.2,61.7,30.5
sensor_419,33.3,44.9,66.7,48.9,11.5,70.5,58.1,67.7,65.6
sensor_420,78.0,62.6,73.0,16.5,93.4,19.5,80.7,37.1,17.8
sensor_421,78.8,49.3,45.5,69.4,52.6,58.0,22.3,45.2,81.7
sensor_422,59.1,96.3,23.0,70.9,92.2,81.5,75.6,43.5,95.4
sensor_423,59.8,59.9,21.1,10.5,63.6,58.3,95.1,37.4,77.3
sensor_424,91.2,40.9,47.1,68.1,56.1,24.5,29.8,85.0,27.5
sensor_425,26.3,81.9,86.6,86.5,93.8,99.4,51.5,59.4,36.1
sensor_426,16.1,18.8,75.2,53.8,39.7,21.5,68.9,19.0,65.7
sensor_427,90.9,38.6,50.5,65.4,37.5,62.5,60.8,42.8,38.4
sensor_428,48.5,10.4,32.1,29.9,76.5,49.2,85.5,22.1,75.9
sensor_429,88.9,51.6,42.3,37.5,59.6,25.8,64.5,85.7,87.2
sensor_430,22.6,58.4,33.7,89.7,16.9,16.8,11.7,55.6,12.8
sensor_431,62.3,46.4,63.0,91.5,59.6,58.9,99.8,52.4,79.7
sensor_432,42.9,30.1,79.4,75.9,36.2,51.8,55.9,45.7,55.1
sensor_433,69.6,86.2,82.5,65.2,24.9,56.2,50.1,26.1,95.3
sensor_434,69.3,97.0,76.2,53.5,42.3,29.7,53.8,15.7,43.2
sensor_435,13.8,28.6,91.6,42.5,52.2,50.9,14.2,98.2,39.1
sensor_436,73.3,56.9,84.6,85.1,33.7,58.9,25.6,68.8,42.8
sensor_437,68.7,85.1,56.4,43.8,91.6,56.4,41.7,88.0,53.8
sensor_438,53.3,64.3,55.1,22.5,24.9,16.9,67.8,29.0,26.8
sensor_439,42.6,74.5,20.6,30.7,82.9,74.8,53.3,53.0,28.9
sensor_440,24.5,84.9,12.0,13.9,61.6,24.5,66.6,13.5,61.4
sensor_441,15.0,33.2,26.2,96.1,63.9,60.7,11.7,74.7,69.5
sensor_442,35.5,17.7,50.4,99.3,88.0,25.3,84.6,64.0,81.4
sensor_443,83.8,26.4,69.3,33.8,75.1,40.8,50.8,63.1,30.7
sensor_444,44.7,19.8,28.2,87.3,55.3,47.7,23.4,18.7,52.8
sensor_445,65.3,13.5,80.5,55.2,20.6,53.4,21.7,64.3,84.4
sensor_446,90.6,79.7,68.4,56.9,43.3,13.9,57.6,30.6,82.1
sensor_447,81.0,44.3,63.0,76.7,78.5,72.6,18.8,22.0,52.9
sensor_448,30.9,87.2,35.5,88.8,46.7,27.0,73.8,81.0,62.0
sensor_449,20.6,10.6,68.8,71.8,38.4,42.6,23.9,68.6,32.8
sensor_450,86.9,48.1,42.9,34.8,71.2,77.9,47.1,80.5,53.4
sensor_451,43.3,59.9,32.8,37.6,41.0,73.4,76.1,86.9,69.3
sensor_452,77.2,50.1,72.9,24.5,29.3,46.0,40.4,59.5,72.7
sensor_453,73.5,24.5,96.7,10.5,18.2,23.1,93.2,49.1,15.8
sensor_454,29.9,17.2,13.4,44.6,98.5,65.2,56.8,74.0,63.7
sensor_455,95.0,83.7,67.6,49.5,28.1,69.1,82.3,35.7,13.0
sensor_456,63.9,56.4,30.8,25.2,13.2,31.5,10.0,24.2,99.6
sensor_457,80.1,41.7,45.5,62.7,56.5,76.2,16.2,18.1,35.6
sensor_458,84.6,92.3,41.3,96.6,34.9,64.5,27.5,93.6,61.7
sensor_459,33.5,46.6,19.6,16.5,36.5,95.1,82.2,96.0,88.8
sensor_460,83.1,61.7,72.4,96.8,60.6,79.2,78.1,96.4,51.3
sensor_461,51.4,62.8,12.5,20.5,16.1,67.0,99.4,70.9,30.7
sensor_462,38.4,95.9,56.4,10.9,84.8,32.3,18.4,70.6,83.8
sensor_463,16.8,93.7,52.8,41.8,90.4,34.2,95.1,71.4,91.8
sensor_464,54.9,28.0,76.1,88.5,28.6,28.2,32.4,65.6,24.0
sensor_465,19.6,92.7,70.8,69.6,65.2,78.7,58.7,13.8,53.4
sensor_466,65.8,54.3,98.6,90.6,88.1,54.1,98.5,92.3,35.2
sensor_467,30.0,61.8,14.9,81.9,53.0,58.6,55.2,45.4,71.7
sensor_468,25.7,97.8,72.8,51.4,72.0,11.1,28.9,62.2,39.3
sensor_469,65.1,33.3,59.3,31.3,52.4,65.1,42.9,54.8,28.9
sensor_470,73.0,43.5,86.8,35.1,26.2,21.8,61.8,30.5,19.0
sensor_471,34.3,31.2,48.9,44.2,23.1,96.2,23.4,82.4,25.9
sensor_472,54.9,99.5,86.4,56.5,74.8,80.6,37.0,60.5,61.0
sensor_473,45.8,72.1,15.4,83.2,52.8,66.6,50.4,40.1,42.5
sensor_474,60.4,93.8,33.2,11.8,20.9,88.0,96.6,27.9,61.8
sensor_475,68.4,25.7,80.1,41.9,70.5,53.8,76.2,90.0,44.3
sensor_476,35.8,66.8,23.0,25.1,82.6,40.3,66.8,61.4,86.3
sensor_477,16.4,24.6,30.5,38.5,36.2,34.0,68.0,34.4,50.0
sensor_478,87.6,42.6,62.8,96.8,47.2,26.5,12.1,75.4,69.5
sensor_479,94.5,73.0,17.2,25.0,19.3,15.7,89.0,59.3,12.4
sensor_480,45.7,78.8,17.5,33.6,24.0,68.9,89.6,37.8,32.2
sensor_481,35.5,66.3,21.8,85.4,12.6,69.7,87.3,39.2,52.8
sensor_482,97.7,58.6,34.5,50.0,97.2,72.7,25.9,63.7,66.7
sensor_483,67.2,60.7,57.1,67.5,37.8,41.2,58.5,82.3,49.7
sensor_484,42.9,33.4,37.3,10.0,83.3,86.2,40.9,52.2,10.7
sensor_485,92.9,95.1,52.9,10.8,48.7,36.3,30.8,10.6,43.6
sensor_486,47.0,60.4,45.5,24.7,76.3,45.0,44.0,33.6,48.0
sensor_487,31.5,78.7,91.8,82.6,71.5,35.6,76.8,82.7,47.1
sensor_488,86.7,26.4,36.0,67.3,65.5,34.5,66.0,26.9,11.7
sensor_489,14.5,58.1,26.7,19.2,34.2,74.3,75.4,30.9,23.5
sensor_490,54.4,40.7,38.0,81.9,99.7,51.7,81.1,39.7,85.8
sensor_491,95.6,15.0,79.7,16.4,52.3,27.3,85.7,83.5,84.5
sensor_492,21.0,79.1,32.4,79.3,49.8,76.3,13.0,51.4,79.3
sensor_493,56.9,98.3,52.5,71.3,38.1,39.0,66.6,13.8,94.3
sensor_494,56.8,32.8,67.4,27.9,89.8,87.6,29.6,20.2,66.9
sensor_495,39.2,25.0,34.8,20.8,80.9,10.8,13.8,80.4,52.7
sensor_496,63.6,43.4,18.0,24.2,18.2,65.6,93.7,99.6,66.2
sensor_497,15.4,67.9,73.0,81.2,21.3,30.9,98.3,80.9,78.0
sensor_498,82.4,49.4,27.3,72.0,42.2,22.1,90.8,53.6,49.3
sensor_499,36.5,72.7,27.1,26.8,41.3,75.8,34.8,84.7,92.2
sensor_500,59.9,16.2,23.9,36.6,33.7,43.0,10.1,67.4,44.1
sensor_501,26.7,11.7,87.0,79.8,31.5,74.8,69.2,58.5,44.8
sensor_502,57.1,54.7,59.6,65.1,39.0,67.6,19.9,57.0,16.0
sensor_503,85.1,21.7,88.5,28.2,53.6,18.9,61.3,85.2,69.1
sensor_504,57.3,73.0,33.0,42.9,64.5,16.4,93.6,28.8,54.2
sensor_505,90.0,17.2,82.0,15.5,60.2,94.3,47.4,43.2,73.7
sensor_506,84.0,33.9,13.7,16.3,37.3,94.9,96.4,18.7,75.2
sensor_507,57.8,27.0,57.3,32.4,66.2,26.1,77.4,47.3,19.5
sensor_508,67.4,42.2,51.2,69.8,89.4,25.0,26.2,46.1,40.3
sensor_509,24.2,99.8,49.8,41.7,38.3,99.1,39.2,43.4,78.7
sensor_510,48.7,75.3,64.7,60.6,29.2,78.8,93.3,32.8,96.5
sensor_511,50.2,45.7,75.3,98.4,63.6,56.5,99.3,37.1,37.0
sensor_512,29.9,86.9,12.0,83.9,72.0,34.8,59.8,60.0,93.2
sensor_513,23.9,13.4,42.0,22.4,43.0,62.3,30.9,82.9,18.3
sensor_514,45.9,92.5,76.0,75.0,81.3,25.5,84.2,72.0,61.8
sensor_515,91.6,63.5,37.0,75.7,61.8,17.1,15.0,79.3,41.3
sensor_516,83.5,47.4,88.0,88.2,30.4,68.7,64.1,11.0,79.9
sensor_517,44.4,37.4,13.7,58.5,23.4,55.2,29.8,14.5,75.8
sensor_518,45.3,50.1,63.5,55.4,30.0,36.1,45.4,21.9,17.4
sensor_519,61.4,14.4,45.9,17.6,55.1,79.6,21.7,22.1,60.3
sensor_520,53.9,68.6,27.6,65.4,76.1,32.1,16.4,79.8,39.1
sensor_521,93.1,18.1,70.4,48.1,41.3,38.8,63.4,12.2,37.4
sensor_522,98.8,65.4,99.0,49.8,23.1,14.0,83.6,28.0,43.6
sensor_523,78.1,86.7,20.1,14.9,95.3,93.3,88.1,83.7,11.2
sensor_524,72.4,20.0,50.5,12.0,28.8,58.4,28.3,57.0,33.3
sensor_525,53.4,75.6,22.7,72.8,11.7,62.4,69.7,13.9,25.3
sensor_526,35.5,80.9,65.6,14.8,68.9,10.7,44.9,34.4,86.6
sensor_527,69.3,87.7,11.7,88.0,68.4,30.8,44.2,97.8,19.0
sensor_528,38.4,87.9,57.8,26.8,55.0,51.2,93.3,11.9,32.2
sensor_529,57.6,40.0,45.4,24.1,41.2,41.6,66.2,31.2,97.9
sensor_530,55.1,83.0,66.3,89.0,90.0,83.3,12.6,59.9,35.2
sensor_531,23.6,90.7,69.1,17.9,44.4,96.4,65.1,66.2,30.4
sensor_532,31.6,23.7,97.3,91.8,39.6,58.7,28.6,22.5,58.7
sensor_533,81.9,87.5,37.8,73.4,57.1,22.2,99.5,97.7,23.0
sensor_534,93.9,92.4,38.5,60.1,95.3,20.6,38.6,89.1,75.4
sensor_535,78.8,89.1,47.2,47.0,49.8,93.9,90.4,93.9,34.6
sensor_536,80.0,19.6,26.6,78.5,65.0,34.0,61.0,30.8,30.9
sensor_537,71.8,42.3,71.9,52.8,55.2,64.4,74.0,43.6,86.6
sensor_538,54.2,22.4,27.4,12.9,78.7,11.3,34.3,47.1,76.7
sensor_539,98.8,78.1,15.9,93.3,98.6,88.0,54.0,39.2,51.1
sensor_540,32.2,46.4,13.8,76.1,44.2,38.1,65.0,76.7,63.4
sensor_541,57.2,88.7,80.7,56.8,50.6,84.3,13.8,99.5,56.6
sensor_542,45.6,76.1,60.1,56.4,66.7,14.4,36.2,45.8,37.4
sensor_543,84.4,51.5,48.0,65.1,14.9,56.5,22.8,84.6,50.6
sensor_544,75.0,20.2,80.0,94.3,72.6,22.2,47.2,50.5,26.1
sensor_545,63.1,74.1,28.2,50.9,32.5,72.2,91.6,81.6,74.6
sensor_546,21.1,20.3,50.4,42.6,57.1,44.5,81.1,56.0,95.4
sensor_547,44.0,44.2,79.1,92.0,60.8,69.3,23.5,88.1,26.1
sensor_548,74.0,47.7,37.8,79.1,50.1,66.3,20.6,21.8,28.2
sensor_549,66.0,32.8,51.2,86.9,58.9,10.5,89.4,31.4,62.9
sensor_550,52.8,46.9,17.1,63.9,32.0,59.2,65.7,60.1,84.2
sensor_551,14.4,23.3,68.7,13.3,86.8,70.0,85.3,36.8,92.7
sensor_552,14.4,47.5,26.0,70.4,64.9,72.2,63.5,80.8,25.9
sensor_553,50.9,62.0,93.7,18.4,36.9,43.1,44.1,16.1,48.4
sensor_554,59.5,36.3,22.1,72.4,34.7,57.4,57.2,72.6,65.0
sensor_555,19.8,75.6,66.5,98.7,53.5,71.9,94.0,98.7,35.8
sensor_556,64.7,38.5,57.2,99.5,41.8,21.7,60.6,56.7,66.8
sensor_557,54.3,26.2,64.8,73.7,98.0,10.1,12.2,66.2,20.6
sensor_558,86.2,81.9,99.8,47.2,40.0,60.4,67.3,11.0,28.1
sensor_559,35.3,81.0,37.7,55.6,39.1,10.6,71.7,40.7,75.1
sensor_560,65.4,12.6,25.8,39.7,40.4,70.5,92.4,81.7,68.0
sensor_561,53.3,66.4,90.2,58.3,40.1,80.5,47.2,76.8,85.1
sensor_562,36.9,75.2,38.4,58.2,28.7,71.6,81.9,89.8,41.8
sensor_563,97.2,35.2,12.8,98.4,66.3,85.7,61.3,45.0,63.5
sensor_564,87.7,77.6,73.4,38.3,12.8,47.2,54.7,31.4,50.6
sensor_565,95.5,29.4,37.2,20.1,80.6,79.9,92.1,49.9,12.2
sensor_566,53.4,55.0,27.1,93.0,75.8,57.1,79.7,22.9,88.4
sensor_567,83.9,94.3,70.8,21.9,75.1,51.3,74.2,57.0,10.4
sensor_568,93.8,71.8,63.4,17.8,52.0,14.1,56.8,69.2,38.1
sensor_569,61.9,38.1,90.2,38.8,27.3,34.9,38.7,49.7,20.6
sensor_570,23.4,34.6,11.4,66.0,56.2,28.6,41.5,38.6,22.7
sensor_571,73.3,35.5,32.0,16.4,65.1,40.5,49.9,21.7,52.3
sensor_572,70.7,19.5,14.8,48.3,26.1,63.6,63.3,85.2,72.9
sensor_573,65.4,38.1,83.5,74.1,70.3,58.0,97.5,77.9,51.9
sensor_574,21.8,83.1,92.7,52.1,51.0,71.5,73.8,51.8,30.8
sensor_575,30.1,87.4,65.5,92.1,45.2,72.9,69.8,80.9,89.3
sensor_576,50.8,12.7,52.7,41.6,51.5,25.4,79.0,64.3,21.5
sensor_577,19.3,83.5,81.6,39.3,68.4,81.2,57.9,46.0,47.2
sensor_578,65.8,59.3,97.6,44.5,40.6,83.2,63.1,80.5,49.1
sensor_579,80.8,59.0,31.2,69.6,17.0,93.7,61.6,53.7,63.2
sensor_580,51.6,59.9,83.9,25.8,95.9,16.3,19.8,83.2,79.3
sensor_581,44.1,54.4,69.3,18.1,83.5,89.8,91.2,67.2,10.0
sensor_582,23.2,23.4,57.8,45.1,62.0,27.6,71.3,38.5,61.3
sensor_583,92.1,37.4,94.8,49.1,98.3,40.9,18.0,10.7,98.7
sensor_584,46.3,21.5,36.4,43.2,59.3,14.8,73.2,83.8,42.3
sensor_585,87.4,87.8,31.1,73.1,45.4,38.6,44.4,44.3,59.0
sensor_586,69.6,52.7,26.9,44.6,93.1,85.5,23.9,99.7,70.2
sensor_587,22.1,16.4,11.4,74.8,53.8,49.3,99.0,17.6,67.7
sensor_588,47.4,51.0,80.9,64.3,48.3,26.2,55.8,59.6,50.5
sensor_589,41.9,26.7,64.4,62.0,86.1,31.3,55.1,46.9,59.1
sensor_590,43.0,97.9,61.1,73.4,20.2,53.3,72.1,22.8,75.7
sensor_591,98.4,98.4,80.0,51.8,17.0,90.0,18.0,52.5,76.7
sensor_592,96.3,17.0,67.0,81.7,38.1,14.7,40.9,80.0,52.2
sensor_593,56.1,52.2,76.0,47.8,96.4,81.8,36.0,13.2,93.0
sensor_594,77.4,75.4,60.7,15.5,52.5,25.2,14.6,99.0,82.7
sensor_595,66.1,35.8,17.4,55.5,86.5,35.0,21.9,35.3,87.1
sensor_596,11.3,20.0,25.7,63.2,23.6,50.2,82.6,33.5,73.0
sensor_597,53.6,81.9,87.5,40.8,17.6,23.0,94.0,23.9,54.6
sensor_598,99.3,79.3,31.4,49.6,67.3,29.0,76.0,41.0,67.7
sensor_599,77.9,20.4,25.1,45.8,37.1,77.1,77.6,57.9,44.1
sensor_600,73.4,52.7,23.0,88.2,11.1,93.4,50.3,71.0,96.5
sensor_601,71.4,13.7,92.5,67.3,96.0,48.8,92.5,87.2,40.1
sensor_602,34.0,18.8,68.8,45.2,79.5,77.3,76.0,62.9,27.5
sensor_603,40.3,72.1,26.2,59.2,70.5,84.8,11.1,18.8,19.3
sensor_604,50.1,29.7,35.5,27.4,12.1,18.3,94.4,69.0,85.1
sensor_605,95.4,67.4,73.7,20.8,87.0,21.7,69.0,90.9,60.9
sensor_606,96.9,90.6,72.5,32.8,52.0,94.2,67.4,93.0,34.8
sensor_607,48.4,91.2,79.2,39.1,24.6,16.7,79.9,44.4,39.9
sensor_608,15.4,95.9,33.8,49.6,54.2,93.5,64.9,26.0,54.2
sensor_609,22.9,79.1,29.6,67.8,92.0,74.3,19.3,16.6,61.4
sensor_610,32.5,50.1,90.6,23.4,67.6,93.9,69.7,34.0,72.9
sensor_611,91.3,61.7,56.3,94.5,54.1,49.2,85.9,80.2,80.6
sensor_612,58.6,10.3,95.8,83.5,53.3,61.0,94.1,42.3,71.3
sensor_613,46.0,66.8,96.2,18.2,58.1,96.4,17.2,51.3,78.9
sensor_614,68.2,25.9,13.5,44.5,27.2,72.6,90.6,66.7,42.3
sensor_615,17.6,66.9,76.1,22.6,27.4,74.7,63.3,54.0,15.7
sensor_616,58.6,37.7,58.0,85.0,50.4,99.5,13.3,15.0,80.8
sensor_617,13.8,20.6,82.6,70.0,51.2,71.0,88.6,23.4,62.1
sensor_618,93.1,13.3,22.7,68.8,52.4,92.5,14.1,73.0,21.7
sensor_619,25.5,14.5,37.6,81.4,51.0,25.3,63.1,83.5,19.6
sensor_620,54.7,81.8,29.8,82.3,48.3,83.0,98.3,71.0,39.1
sensor_621,97.7,61.8,22.3,85.2,81.3,78.7,63.3,40.2,20.9
sensor_622,22.7,47.3,72.6,59.8,49.4,93.2,13.7,19.0,86.2
sensor_623,65.1,79.9,11.4,53.8,10.6,26.1,18.0,68.6,89.7
sensor_624,47.4,82.6,79.5,72.2,28.5,67.5,57.0,47.0,94.3
sensor_625,64.9,13.4,26.2,54.9,95.4,66.4,80.4,41.3,10.4
sensor_626,31.2,20.6,57.7,18.6,42.5,78.4,58.5,29.7,79.3
sensor_627,69.3,34.9,27.4,81.6,71.6,97.1,52.6,25.9,70.2
sensor_628,13.9,68.0,35.6,49.1,40.1,82.4,78.2,13.9,76.6
sensor_629,93.1,25.8,80.6,53.6,20.4,90.5,74.9,63.3,39.3
sensor_630,27.9,70.8,39.3,80.0,39.3,18.8,76.3,88.2,43.8
sensor_631,29.8,52.3,53.5,90.1,23.0,93.4,50.9,44.8,22.3
sensor_632,74.7,66.8,97.7,28.2,21.4,72.2,15.4,22.3,86.6
sensor_633,51.2,25.4,40.9,89.7,64.3,81.0,67.4,65.0,25.3
sensor_634,97.2,86.9,17.8,87.0,54.0,99.5,63.2,85.2,35.1
sensor_635,75.6,76.2,32.2,39.4,62.1,90.2,63.2,23.4,61.6
sensor_636,10.5,98.1,13.6,52.3,79.1,13.0,57.7,53.1,81.7
sensor_637,83.8,50.7,31.6,60.2,11.1,75.8,95.4,21.9,36.6
sensor_638,68.2,18.2,53.1,37.4,73.2,87.1,77.2,12.2,50.9
sensor_639,79.4,88.6,46.4,81.0,43.3,51.7,66.9,87.3,16.4
sensor_640,90.3,39.9,12.9,48.3,34.3,95.1,58.8,81.4,80.8
sensor_641,17.3,89.2,76.1,14.9,95.0,70.7,89.8,20.0,42.9
sensor_642,65.7,42.9,25.8,60.2,16.0,73.8,28.4,98.2,31.5
sensor_643,20.2,53.0,94.4,62.2,96.2,28.9,77.0,30.3,41.7
sensor_644,34.0,71.2,34.9,15.7,41.0,53.7,57.3,21.0,73.8
sensor_645,71.0,57.9,36.3,65.8,81.9,95.0,82.7,94.6,15.9
sensor_646,90.2,51.2,17.2,90.7,35.9,96.0,19.8,34.8,72.7
sensor_647,54.6,88.7,56.8,66.4,36.4,97.2,58.7,21.9,41.2
sensor_648,49.9,68.0,36.2,15.7,88.4,30.9,95.2,68.0,47.0
sensor_649,40.8,68.1,39.3,63.3,72.6,85.7,50.0,37.3,21.9
sensor_650,81.0,25.4,33.4,53.5,97.3,79.2,14.3,41.7,51.0
sensor_651,25.0,93.1,74.0,35.6,97.5,85.5,72.3,69.9,23.8
sensor_652,31.4,13.7,38.5,21.4,33.4,26.6,60.6,13.1,38.5
sensor_653,40.9,43.5,58.5,24.6,37.1,92.7,46.4,54.9,23.1
sensor_654,51.2,38.8,10.4,76.4,97.7,39.8,73.4,52.6,36.1
sensor_655,94.9,98.2,61.6,23.2,60.8,91.5,49.7,72.0,75.8
sensor_656,90.9,22.5,59.5,37.7,46.1,85.6,50.1,18.3,14.9
sensor_657,67.7,62.5,30.0,94.1,35.0,12.0,58.4,50.0,70.4
sensor_658,17.9,56.0,27.5,38.6,64.4,94.8,91.7,42.5,23.3
sensor_659,86.8,43.2,43.5,35.6,41.6,97.9,88.6,17.9,75.4
sensor_660,49.9,99.2,82.3,35.9,82.4,97.2,48.1,90.6,22.5
sensor_661,62.8,17.7,28.7,52.7,88.0,98.7,15.9,96.3,78.0
sensor_662,18.0,46.8,92.2,47.3,60.0,73.9,77.9,22.3,26.7
